date,price
2020-03-15,5343.64
2020-03-16,5033.42
2020-03-17,5324.99
2020-03-18,5406.92
2020-03-19,6181.18
2020-03-20,6210.14
2020-03-21,6187.78
2020-03-22,5813.15
2020-03-23,6493.51
2020-03-24,6768.64
2020-03-25,6692.22
2020-03-26,6760.72
2020-03-27,6376.03
2020-03-28,6253.08
2020-03-29,5870.90
2020-03-30,6407.77
2020-03-31,6421.14
2020-04-01,6652.07
2020-04-02,6801.99
2020-04-03,6742.57
2020-04-04,6879.61
2020-04-05,6775.20
2020-04-06,7352.43
2020-04-07,7202.73
2020-04-08,7367.36
2020-04-09,7293.93
2020-04-10,6877.03
2020-04-11,6883.18
2020-04-12,6908.24
2020-04-13,6864.22
2020-04-14,6879.75
2020-04-15,6619.00
2020-04-16,7111.67
2020-04-17,7024.19
2020-04-18,7262.26
2020-04-19,7126.40
2020-04-20,6841.00
2020-04-21,6854.98
2020-04-22,7137.79
2020-04-23,7484.58
2020-04-24,7505.53
2020-04-25,7547.56
2020-04-26,7701.73
2020-04-27,7786.41
2020-04-28,7767.79
2020-04-29,8790.32
2020-04-30,8627.32
2020-05-01,8832.44
2020-05-02,8983.79
2020-05-03,8915.98
2020-05-04,8882.87
2020-05-05,9034.85
2020-05-06,9154.32
2020-05-07,10000.00
2020-05-08,9801.35
2020-05-09,9546.56
2020-05-10,8731.17
2020-05-11,8571.98
2020-05-12,8825.46
2020-05-13,9315.50
2020-05-14,9793.50
2020-05-15,9306.21
2020-05-16,9389.07
2020-05-17,9665.70
2020-05-18,9721.91
2020-05-19,9787.65
2020-05-20,9516.51
2020-05-21,9062.47
2020-05-22,9171.96
2020-05-23,9183.46
2020-05-24,8718.77
2020-05-25,8903.56
2020-05-26,8840.91
2020-05-27,9210.00
2020-05-28,9577.38
2020-05-29,9421.04
2020-05-30,9705.10
2020-05-31,9446.19
2020-06-01,10203.64
2020-06-02,9525.73
2020-06-03,9668.99
2020-06-04,9791.92
2020-06-05,9619.99
2020-06-06,9669.85
2020-06-07,9750.04
2020-06-08,9783.00
2020-06-09,9776.84
2020-06-10,9894.32
2020-06-11,9264.26
2020-06-12,9463.07
2020-06-13,9473.46
2020-06-14,9329.99
2020-06-15,9435.15
2020-06-16,9530.30
2020-06-17,9461.29
2020-06-18,9374.78
2020-06-19,9304.32
2020-06-20,9355.46
2020-06-21,9283.03
2020-06-22,9683.12
2020-06-23,9622.81
2020-06-24,9286.06
2020-06-25,9239.48
2020-06-26,9158.26
2020-06-27,9009.30
2020-06-28,9118.01
2020-06-29,9188.88
2020-06-30,9132.96
2020-07-01,9233.38
2020-07-02,9092.92
2020-07-03,9063.08
2020-07-04,9138.52
2020-07-05,9076.82
2020-07-06,9348.22
2020-07-07,9257.16
2020-07-08,9437.16
2020-07-09,9234.90
2020-07-10,9283.53
2020-07-11,9238.30
2020-07-12,9306.17
2020-07-13,9233.10
2020-07-14,9251.59
2020-07-15,9190.07
2020-07-16,9132.87
2020-07-17,9156.50
2020-07-18,9177.43
2020-07-19,9211.99
2020-07-20,9162.43
2020-07-21,9391.25
2020-07-22,9539.51
2020-07-23,9617.20
2020-07-24,9547.91
2020-07-25,9710.98
2020-07-26,9944.65
2020-07-27,11046.19
2020-07-28,10939.27
2020-07-29,11111.17
2020-07-30,11112.12
2020-07-31,11356.74
2020-08-01,11817.49
2020-08-02,11071.66
2020-08-03,11236.39
2020-08-04,11192.42
2020-08-05,11755.24
2020-08-06,11770.08
2020-08-07,11600.85
2020-08-08,11776.90
2020-08-09,11683.03
2020-08-10,11895.12
2020-08-11,11392.64
2020-08-12,11565.35
2020-08-13,11793.26
2020-08-14,11779.77
2020-08-15,11852.20
2020-08-16,11914.02
2020-08-17,12298.38
2020-08-18,11958.10
2020-08-19,11757.55
2020-08-20,11859.37
2020-08-21,11531.74
2020-08-22,11667.70
2020-08-23,11644.65
2020-08-24,11761.80
2020-08-25,11328.88
2020-08-26,11469.30
2020-08-27,11330.00
2020-08-28,11536.58
2020-08-29,11471.71
2020-08-30,11708.97
2020-08-31,11655.00
2020-09-01,11923.96
2020-09-02,11398.44
2020-09-03,10160.00
2020-09-04,10456.32
2020-09-05,10167.19
2020-09-06,10260.17
2020-09-07,10377.14
2020-09-08,10123.96
2020-09-09,10232.80
2020-09-10,10342.59
2020-09-11,10393.04
2020-09-12,10443.33
2020-09-13,10334.78
2020-09-14,10675.15
2020-09-15,10783.83
2020-09-16,10951.54
2020-09-17,10940.47
2020-09-18,10931.20
2020-09-19,11077.22
2020-09-20,10923.50
2020-09-21,10411.29
2020-09-22,10534.31
2020-09-23,10233.42
2020-09-24,10744.02
2020-09-25,10689.81
2020-09-26,10729.09
2020-09-27,10780.66
2020-09-28,10689.48
2020-09-29,10836.42
2020-09-30,10778.22
2020-10-01,10622.71
2020-10-02,10578.54
2020-10-03,10553.66
2020-10-04,10669.63
2020-10-05,10795.00
2020-10-06,10606.33
2020-10-07,10669.14
2020-10-08,10925.20
2020-10-09,11052.00
2020-10-10,11301.20
2020-10-11,11372.93
2020-10-12,11535.98
2020-10-13,11427.98
2020-10-14,11428.84
2020-10-15,11511.11
2020-10-16,11321.86
2020-10-17,11365.80
2020-10-18,11519.97
2020-10-19,11764.14
2020-10-20,11921.11
2020-10-21,12802.67
2020-10-22,12983.26
2020-10-23,12941.59
2020-10-24,13122.73
2020-10-25,13039.09
2020-10-26,13066.73
2020-10-27,13647.90
2020-10-28,13274.73
2020-10-29,13468.44
2020-10-30,13562.13
2020-10-31,13816.08
2020-11-01,13762.00
2020-11-02,13563.72
2020-11-03,14041.58
2020-11-04,14160.59
2020-11-05,15605.04
2020-11-06,15598.09
2020-11-07,14838.97
2020-11-08,15489.15
2020-11-09,15332.04
2020-11-10,15313.65
2020-11-11,15707.89
2020-11-12,16300.00
2020-11-13,16335.58
2020-11-14,16086.34
2020-11-15,15975.49
2020-11-16,16724.62
2020-11-17,17680.63
2020-11-18,17785.95
2020-11-19,17825.47
2020-11-20,18687.65
2020-11-21,18725.00
2020-11-22,18435.20
2020-11-23,18383.35
2020-11-24,19160.85
2020-11-25,18732.43
2020-11-26,17160.09
2020-11-27,17154.39
2020-11-28,17741.79
2020-11-29,18192.03
2020-11-30,19700.19
2020-12-01,18771.43
2020-12-02,19226.55
2020-12-03,19448.40
2020-12-04,18673.76
2020-12-05,19162.16
2020-12-06,19380.58
2020-12-07,19173.50
2020-12-08,18316.43
2020-12-09,18556.64
2020-12-10,18250.30
2020-12-11,18040.02
2020-12-12,18815.63
2020-12-13,19162.36
2020-12-14,19274.33
2020-12-15,19434.87
2020-12-16,21365.70
2020-12-17,22814.24
2020-12-18,23136.14
2020-12-19,23842.99
2020-12-20,23470.85
2020-12-21,22732.01
2020-12-22,23835.10
2020-12-23,23247.71
2020-12-24,23726.28
2020-12-25,24705.15
2020-12-26,26466.28
2020-12-27,26259.60
2020-12-28,27037.91
2020-12-29,27370.00
2020-12-30,28881.30
2020-12-31,28992.79
2021-01-01,29402.64
2021-01-02,32216.53
2021-01-03,33097.83
2021-01-04,32005.88
2021-01-05,34039.05
2021-01-06,36849.94
2021-01-07,39510.49
2021-01-08,40667.07
2021-01-09,40239.06
2021-01-10,38173.73
2021-01-11,35455.58
2021-01-12,34035.02
2021-01-13,37393.49
2021-01-14,39134.35
2021-01-15,36756.57
2021-01-16,36000.00
2021-01-17,35819.25
2021-01-18,36616.95
2021-01-19,35917.62
2021-01-20,35496.91
2021-01-21,30818.18
2021-01-22,32992.06
2021-01-23,32117.49
2021-01-24,32288.83
2021-01-25,32261.22
2021-01-26,32504.53
2021-01-27,30424.62
2021-01-28,33484.87
2021-01-29,34249.64
2021-01-30,34323.00
2021-01-31,33141.38
2021-02-01,33532.74
2021-02-02,35522.16
2021-02-03,37691.63
2021-02-04,36996.32
2021-02-05,38320.00
2021-02-06,39282.10
2021-02-07,38858.39
2021-02-08,46416.45
2021-02-09,46505.20
2021-02-10,44854.63
2021-02-11,47981.48
2021-02-12,47395.84
2021-02-13,47228.48
2021-02-14,48662.50
2021-02-15,47942.57
2021-02-16,49166.53
2021-02-17,52174.28
2021-02-18,51579.54
2021-02-19,55988.58
2021-02-20,55936.04
2021-02-21,57492.91
2021-02-22,54173.65
2021-02-23,48887.93
2021-02-24,49754.00
2021-02-25,47088.58
2021-02-26,46314.83
2021-02-27,46109.98
2021-02-28,45240.96
2021-03-01,49629.33
2021-03-02,48516.35
2021-03-03,50379.68
2021-03-04,48360.50
2021-03-05,48739.21
2021-03-06,48904.63
2021-03-07,50967.30
2021-03-08,52427.80
2021-03-09,54929.02
2021-03-10,55852.29
2021-03-11,57772.09
2021-03-12,57271.04
2021-03-13,61165.19
2021-03-14,59016.39
2021-03-15,55644.37
2021-03-16,56908.34
2021-03-17,58901.80
2021-03-18,57648.05
2021-03-19,58072.00
2021-03-20,58138.39
2021-03-21,57381.79
2021-03-22,54070.92
2021-03-23,54361.57
2021-03-24,52287.52
2021-03-25,51326.11
2021-03-26,55081.37
2021-03-27,55839.42
2021-03-28,55790.92
2021-03-29,57600.10
2021-03-30,58760.59
2021-03-31,58782.58
2021-04-01,58728.53
2021-04-02,59003.60
2021-04-03,57064.42
2021-04-04,58212.18
2021-04-05,59125.00
2021-04-06,58018.30
2021-04-07,55932.83
2021-04-08,58096.60
2021-04-09,58109.56
2021-04-10,59766.93
2021-04-11,59979.26
2021-04-12,59831.66
2021-04-13,63564.48
2021-04-14,62986.09
2021-04-15,63239.19
2021-04-16,61436.24
2021-04-17,60032.29
2021-04-18,56280.60
2021-04-19,55694.55
2021-04-20,56503.19
2021-04-21,53806.24
2021-04-22,51683.95
2021-04-23,51176.65
2021-04-24,50118.94
2021-04-25,49128.43
2021-04-26,54073.41
2021-04-27,55091.39
2021-04-28,54901.97
2021-04-29,53593.97
2021-04-30,57775.27
2021-05-01,57851.91
2021-05-02,56622.66
2021-05-03,57222.37
2021-05-04,53236.84
2021-05-05,57509.93
2021-05-06,56447.39
2021-05-07,57381.73
2021-05-08,58984.75
2021-05-09,58305.24
2021-05-10,55880.72
2021-05-11,56763.70
2021-05-12,49386.56
2021-05-13,49694.96
2021-05-14,49880.43
2021-05-15,46708.89
2021-05-16,46444.75
2021-05-17,43593.39
2021-05-18,42877.75
2021-05-19,36780.43
2021-05-20,40640.90
2021-05-21,37335.16
2021-05-22,37500.54
2021-05-23,34706.79
2021-05-24,38839.86
2021-05-25,38397.72
2021-05-26,39309.56
2021-05-27,38503.47
2021-05-28,35692.46
2021-05-29,34632.08
2021-05-30,35677.72
2021-05-31,37341.41
2021-06-01,36693.30
2021-06-02,37589.36
2021-06-03,39219.88
2021-06-04,36887.32
2021-06-05,35532.14
2021-06-06,35808.85
2021-06-07,33582.62
2021-06-08,33411.69
2021-06-09,37400.00
2021-06-10,36707.54
2021-06-11,37341.11
2021-06-12,35542.76
2021-06-13,39013.76
2021-06-14,40532.79
2021-06-15,40171.47
2021-06-16,38353.99
2021-06-17,38097.68
2021-06-18,35840.00
2021-06-19,35507.06
2021-06-20,35589.77
2021-06-21,31634.16
2021-06-22,32545.26
2021-06-23,33652.28
2021-06-24,34649.32
2021-06-25,31597.75
2021-06-26,32269.38
2021-06-27,34699.50
2021-06-28,34487.11
2021-06-29,35907.93
2021-06-30,35037.23
2021-07-01,33564.21
2021-07-02,33811.56
2021-07-03,34688.30
2021-07-04,35289.21
2021-07-05,33704.21
2021-07-06,34244.09
2021-07-07,33882.47
2021-07-08,32898.79
2021-07-09,33826.43
2021-07-10,33517.60
2021-07-11,34258.53
2021-07-12,33105.00
2021-07-13,32728.00
2021-07-14,32823.55
2021-07-15,31848.65
2021-07-16,31388.17
2021-07-17,31529.68
2021-07-18,31776.65
2021-07-19,30829.29
2021-07-20,29786.58
2021-07-21,32138.45
2021-07-22,32300.88
2021-07-23,33684.17
2021-07-24,34301.78
2021-07-25,35428.28
2021-07-26,37291.24
2021-07-27,39475.41
2021-07-28,40036.32
2021-07-29,40037.51
2021-07-30,42234.89
2021-07-31,41490.13
2021-08-01,39839.00
2021-08-02,39165.55
2021-08-03,38177.07
2021-08-04,39741.12
2021-08-05,40894.67
2021-08-06,42856.59
2021-08-07,44612.94
2021-08-08,43858.42
2021-08-09,46292.89
2021-08-10,45609.70
2021-08-11,45539.85
2021-08-12,44444.45
2021-08-13,47860.58
2021-08-14,47119.73
2021-08-15,47028.30
2021-08-16,45930.51
2021-08-17,44694.35
2021-08-18,44721.13
2021-08-19,46764.30
2021-08-20,49356.00
2021-08-21,48884.34
2021-08-22,49301.86
2021-08-23,49561.37
2021-08-24,47731.33
2021-08-25,49011.75
2021-08-26,46856.29
2021-08-27,49100.49
2021-08-28,48935.36
2021-08-29,48808.72
2021-08-30,47003.44
2021-08-31,47156.09
2021-09-01,48853.49
2021-09-02,49274.79
2021-09-03,50025.04
2021-09-04,49943.16
2021-09-05,51809.28
2021-09-06,52708.20
2021-09-07,46866.82
2021-09-08,46091.94
2021-09-09,46392.81
2021-09-10,44857.38
2021-09-11,45176.66
2021-09-12,46035.00
2021-09-13,44974.34
2021-09-14,47103.18
2021-09-15,48150.94
2021-09-16,47760.64
2021-09-17,47305.18
2021-09-18,48326.74
2021-09-19,47245.25
2021-09-20,43035.99
2021-09-21,40596.54
2021-09-22,43589.53
2021-09-23,44903.50
2021-09-24,42848.50
2021-09-25,42722.19
2021-09-26,43204.73
2021-09-27,42189.81
2021-09-28,41049.00
2021-09-29,41542.90
2021-09-30,43834.43
2021-10-01,48171.86
2021-10-02,47685.80
2021-10-03,48235.93
2021-10-04,49242.14
2021-10-05,51501.19
2021-10-06,55345.79
2021-10-07,53787.60
2021-10-08,53957.21
2021-10-09,54976.92
2021-10-10,54714.95
2021-10-11,57485.20
2021-10-12,55995.49
2021-10-13,57374.55
2021-10-14,57371.58
2021-10-15,61657.35
2021-10-16,60870.26
2021-10-17,61538.97
2021-10-18,62034.65
2021-10-19,64241.61
2021-10-20,65990.31
2021-10-21,62219.44
2021-10-22,60702.68
2021-10-23,61338.76
2021-10-24,60910.16
2021-10-25,63101.43
2021-10-26,60328.22
2021-10-27,58465.90
2021-10-28,60592.76
2021-10-29,62301.59
2021-10-30,61932.30
2021-10-31,61359.44
2021-11-01,60922.85
2021-11-02,63260.00
2021-11-03,62930.72
2021-11-04,61457.25
2021-11-05,61031.91
2021-11-06,61542.44
2021-11-07,63300.00
2021-11-08,67559.00
2021-11-09,66945.72
2021-11-10,64921.43
2021-11-11,64821.33
2021-11-12,64158.41
2021-11-13,64417.52
2021-11-14,65509.87
2021-11-15,63606.09
2021-11-16,60142.31
2021-11-17,60373.65
2021-11-18,56917.66
2021-11-19,58128.55
2021-11-20,59768.54
2021-11-21,58678.47
2021-11-22,56294.11
2021-11-23,57579.99
2021-11-24,57185.06
2021-11-25,58990.14
2021-11-26,53789.35
2021-11-27,54774.66
2021-11-28,57338.55
2021-11-29,57845.12
2021-11-30,56974.12
2021-12-01,57251.59
2021-12-02,56547.96
2021-12-03,53743.69
2021-12-04,49234.97
2021-12-05,49463.22
2021-12-06,50555.00
2021-12-07,50627.32
2021-12-08,50543.30
2021-12-09,47593.12
2021-12-10,47142.42
2021-12-11,49400.54
2021-12-12,50124.38
2021-12-13,46725.02
2021-12-14,48389.96
2021-12-15,48876.84
2021-12-16,47663.42
2021-12-17,46210.92
2021-12-18,46881.87
2021-12-19,46704.67
2021-12-20,46915.00
2021-12-21,48929.86
2021-12-22,48618.99
2021-12-23,50850.00
2021-12-24,50841.48
2021-12-25,50442.22
2021-12-26,50791.21
2021-12-27,50718.11
2021-12-28,47543.30
2021-12-29,46483.36
2021-12-30,47150.71
2021-12-31,46214.37
2022-01-01,47777.42
2022-01-02,47350.22
2022-01-03,46439.89
2022-01-04,45820.00
2022-01-05,43435.80
2022-01-06,43097.60
2022-01-07,41535.66
2022-01-08,41690.77
2022-01-09,41875.81
2022-01-10,41845.42
2022-01-11,42736.00
2022-01-12,43933.50
2022-01-13,42571.94
2022-01-14,43102.35
2022-01-15,43102.01
2022-01-16,43107.70
2022-01-17,42255.07
2022-01-18,42377.40
2022-01-19,41683.21
2022-01-20,40736.05
2022-01-21,36495.46
2022-01-22,35091.11
2022-01-23,36293.62
2022-01-24,36724.99
2022-01-25,36975.91
2022-01-26,36829.32
2022-01-27,37208.36
2022-01-28,37748.36
2022-01-29,38192.65
2022-01-30,37941.82
2022-01-31,38491.92
2022-02-01,38733.04
2022-02-02,36923.50
2022-02-03,37320.11
2022-02-04,41579.57
2022-02-05,41427.72
2022-02-06,42420.24
2022-02-07,43869.04
2022-02-08,44091.56
2022-02-09,44426.84
2022-02-10,43524.60
2022-02-11,42406.19
2022-02-12,42241.11
2022-02-13,42077.74
2022-02-14,42540.30
2022-02-15,44582.48
2022-02-16,43901.48
2022-02-17,40556.11
2022-02-18,39996.99
2022-02-19,40109.02
2022-02-20,38373.90
2022-02-21,37076.60
2022-02-22,38269.94
2022-02-23,37274.18
2022-02-24,38376.88
2022-02-25,39231.64
2022-02-26,39146.66
2022-02-27,37712.68
2022-02-28,43178.98
2022-03-01,44443.96
2022-03-02,43936.72
2022-03-03,42476.26
2022-03-04,39175.56
2022-03-05,39416.79
2022-03-06,38438.89
2022-03-07,38016.47
2022-03-08,38753.65
2022-03-09,41960.02
2022-03-10,39444.45
2022-03-11,38729.79
2022-03-12,38822.02
2022-03-13,37790.54
2022-03-14,39665.71
2022-03-15,39302.70
2022-03-16,41142.76
2022-03-17,40963.22
2022-03-18,41794.37
2022-03-19,42235.31
2022-03-20,41242.14
2022-03-21,41043.14
2022-03-22,42393.41
2022-03-23,42925.41
2022-03-24,44025.99
2022-03-25,44320.60
2022-03-26,44535.65
2022-03-27,46864.39
2022-03-28,47152.38
2022-03-29,47459.03
2022-03-30,47068.08
2022-03-31,45517.27
2022-04-01,46307.81
2022-04-02,45820.28
2022-04-03,46401.57
2022-04-04,46598.20
2022-04-05,45502.73
2022-04-06,43191.59
2022-04-07,43454.53
2022-04-08,42290.11
2022-04-09,42767.89
2022-04-10,42133.85
2022-04-11,39524.86
2022-04-12,40097.46
2022-04-13,41147.74
2022-04-14,39961.53
2022-04-15,40563.18
2022-04-16,40395.67
2022-04-17,39691.27
2022-04-18,40814.60
2022-04-19,41505.77
2022-04-20,41375.85
2022-04-21,40470.76
2022-04-22,39726.03
2022-04-23,39421.59
2022-04-24,39467.40
2022-04-25,40441.11
2022-04-26,38137.67
2022-04-27,39256.05
2022-04-28,39754.20
2022-04-29,38593.42
2022-04-30,37639.80
2022-05-01,38488.34
2022-05-02,38521.01
2022-05-03,37729.95
2022-05-04,39685.23
2022-05-05,36533.93
2022-05-06,36019.22
2022-05-07,35463.46
2022-05-08,34025.50
2022-05-09,30082.00
2022-05-10,30999.97
2022-05-11,29000.00
2022-05-12,28896.19
2022-05-13,29238.81
2022-05-14,30033.96
2022-05-15,31295.03
2022-05-16,29832.45
2022-05-17,30425.36
2022-05-18,28681.26
2022-05-19,30290.33
2022-05-20,29176.70
2022-05-21,29421.05
2022-05-22,30264.66
2022-05-23,29081.76
2022-05-24,29632.15
2022-05-25,29510.15
2022-05-26,29183.06
2022-05-27,28589.48
2022-05-28,29010.82
2022-05-29,29448.94
2022-05-30,31731.22
2022-05-31,31762.76
2022-06-01,29787.40
2022-06-02,30437.18
2022-06-03,29669.39
2022-06-04,29853.51
2022-06-05,29888.98
2022-06-06,31351.21
2022-06-07,31115.82
2022-06-08,30185.58
2022-06-09,30089.03
2022-06-10,29065.66
2022-06-11,28390.94
2022-06-12,26585.10
2022-06-13,22450.43
2022-06-14,22097.30
2022-06-15,22555.27
2022-06-16,20382.88
2022-06-17,20440.70
2022-06-18,18956.80
2022-06-19,20552.82
2022-06-20,20555.44
2022-06-21,20712.29
2022-06-22,19963.68
2022-06-23,21093.42
2022-06-24,21215.42
2022-06-25,21486.80
2022-06-26,21028.69
2022-06-27,20699.72
2022-06-28,20261.34
2022-06-29,20093.18
2022-06-30,19924.89
2022-07-01,19239.47
2022-07-02,19228.25
2022-07-03,19294.46
2022-07-04,20209.53
2022-07-05,20168.63
2022-07-06,20547.45
2022-07-07,21643.56
2022-07-08,21584.14
2022-07-09,21588.35
2022-07-10,20856.08
2022-07-11,19949.71
2022-07-12,19321.14
2022-07-13,20232.35
2022-07-14,20577.23
2022-07-15,20835.39
2022-07-16,21195.49
2022-07-17,20801.85
2022-07-18,22435.04
2022-07-19,23405.02
2022-07-20,23208.53
2022-07-21,23163.34
2022-07-22,22682.26
2022-07-23,22468.69
2022-07-24,22595.81
2022-07-25,21306.56
2022-07-26,21259.78
2022-07-27,22969.04
2022-07-28,23853.11
2022-07-29,23785.31
2022-07-30,23644.58
2022-07-31,23322.53
2022-08-01,23282.92
2022-08-02,23001.52
2022-08-03,22835.88
2022-08-04,22615.24
2022-08-05,23326.40
2022-08-06,22956.61
2022-08-07,23187.62
2022-08-08,23821.68
2022-08-09,23164.78
2022-08-10,23964.00
2022-08-11,23959.00
2022-08-12,24407.00
2022-08-13,24456.00
2022-08-14,24320.00
2022-08-15,24110.00
2022-08-16,23867.00
2022-08-17,23340.00
2022-08-18,23201.00
2022-08-19,20841.00
2022-08-20,21146.00
2022-08-21,21514.00
2022-08-22,21411.00
2022-08-23,21520.00
2022-08-24,21372.00
2022-08-25,21571.00
2022-08-26,20250.00
2022-08-27,20045.00
2022-08-28,19557.00
2022-08-29,20302.00
2022-08-30,19819.00
2022-08-31,20059.00
2022-09-01,20128.00
2022-09-02,19959.00
2022-09-03,19840.00
2022-09-04,20007.00
2022-09-05,19794.00
2022-09-06,18789.00
2022-09-07,19276.00
2022-09-08,19322.00
2022-09-09,21371.00
2022-09-10,21672.00
2022-09-11,21835.00
2022-09-12,22401.00
2022-09-13,20177.00
2022-09-14,20233.00
2022-09-15,19691.00
2022-09-16,19802.00
2022-09-17,20114.00
2022-09-18,19419.00
2022-09-19,19538.00
2022-09-20,18878.00
2022-09-21,18466.00
2022-09-22,19403.00
2022-09-23,19294.00
2022-09-24,18921.00
2022-09-25,18810.00
2022-09-26,19226.00
2022-09-27,19075.00
2022-09-28,19413.00
2022-09-29,19592.00
2022-09-30,19425.00
2022-10-01,19312.00
2022-10-02,19051.00
2022-10-03,19636.00
2022-10-04,20343.00
2022-10-05,20162.00
2022-10-06,19951.00
2022-10-07,19532.00
2022-10-08,19420.00
2022-10-09,19445.00
2022-10-10,19131.00
2022-10-11,19059.00
2022-10-12,19157.00
2022-10-13,19377.00
2022-10-14,19181.00
2022-10-15,19066.00
2022-10-16,19264.00
2022-10-17,19547.00
2022-10-18,19334.00
2022-10-19,19126.00
2022-10-20,19043.00
2022-10-21,19165.00
2022-10-22,19206.00
2022-10-23,19574.00
2022-10-24,19332.00
2022-10-25,20087.00
2022-10-26,20775.00
2022-10-27,20296.00
2022-10-28,20599.00
2022-10-29,20821.00
2022-10-30,20628.00
2022-10-31,20498.00
2022-11-01,20480.00
2022-11-02,20154.00
2022-11-03,20209.00
2022-11-04,21153.00
2022-11-05,21301.00
2022-11-06,20907.00
2022-11-07,20590.00
2022-11-08,18550.00
2022-11-09,15877.00
2022-11-10,17551.00
2022-11-11,17007.00
2022-11-12,16788.00
2022-11-13,16310.00
2022-11-14,16589.00
2022-11-15,16874.00
2022-11-16,16654.00
2022-11-17,16686.00
2022-11-18,16683.00
2022-11-19,16690.00
2022-11-20,16256.00
2022-11-21,15766.00
2022-11-22,16197.00
2022-11-23,16603.00
2022-11-24,16591.00
2022-11-25,16508.00
2022-11-26,16454.00
2022-11-27,16424.00
2022-11-28,16210.00
2022-11-29,16434.00
2022-11-30,17170.00
2022-12-01,16977.00
2022-12-02,17095.00
2022-12-03,16886.00
2022-12-04,17114.00
2022-12-05,16968.00
2022-12-06,17087.00
2022-12-07,16836.00
2022-12-08,17229.00
2022-12-09,17128.00
2022-12-10,17128.00
2022-12-11,17091.00
2022-12-12,17209.00
2022-12-13,17772.00
2022-12-14,17803.00
2022-12-15,17362.00
2022-12-16,16633.00
2022-12-17,16781.00
2022-12-18,16749.00
2022-12-19,16446.00
2022-12-20,16898.00
2022-12-21,16824.00
2022-12-22,16821.00
2022-12-23,16779.00
2022-12-24,16839.00
2022-12-25,16828.00
2022-12-26,16917.00
2022-12-27,16700.00
2022-12-28,16540.00
2022-12-29,16628.00
2022-12-30,16603.00
2022-12-31,16528.00
2023-01-01,16615.00
2023-01-02,16673.00
2023-01-03,16670.00
2023-01-04,16849.00
2023-01-05,16826.00
2023-01-06,16950.00
2023-01-07,16945.00
2023-01-08,17119.00
2023-01-09,17179.00
2023-01-10,17446.00
2023-01-11,17930.00
2023-01-12,18853.00
2023-01-13,19931.00
2023-01-14,20960.00
2023-01-15,20885.00
2023-01-16,21189.00
2023-01-17,21134.00
2023-01-18,20670.00
2023-01-19,21086.00
2023-01-20,22678.00
2023-01-21,22783.00
2023-01-22,22717.00
2023-01-23,22922.00
2023-01-24,22637.00
2023-01-25,23054.00
2023-01-26,23010.00
2023-01-27,23083.00
2023-01-28,23033.00
2023-01-29,23746.00
2023-01-30,22831.00
2023-01-31,23127.00
2023-02-01,23735.00
2023-02-02,23498.00
2023-02-03,23434.00
2023-02-04,23330.00
2023-02-05,22937.00
2023-02-06,22763.00
2023-02-07,23252.00
2023-02-08,22961.00
2023-02-09,21802.00
2023-02-10,21639.00
2023-02-11,21868.00
2023-02-12,21789.00
2023-02-13,21790.00
2023-02-14,22211.00
2023-02-15,24332.00
2023-02-16,23521.00
2023-02-17,24580.00
2023-02-18,24640.00
2023-02-19,24296.00
2023-02-20,24843.00
2023-02-21,24450.00
2023-02-22,24188.00
2023-02-23,23939.00
2023-02-24,23189.00
2023-02-25,23161.00
2023-02-26,23562.00
2023-02-27,23493.00
2023-02-28,23136.00
2023-03-01,23634.00
2023-03-02,23466.00
2023-03-03,22359.00
2023-03-04,22347.00
2023-03-05,22428.00
2023-03-06,22407.00
2023-03-07,22200.00
2023-03-08,21704.00
2023-03-09,20367.00
2023-03-10,20220.00
2023-03-11,20618.00
2023-03-12,22183.00
2023-03-13,24209.00
2023-03-14,24750.00
2023-03-15,24368.00
2023-03-16,25050.00
2023-03-17,27466.00
2023-03-18,26980.00
2023-03-19,28054.00
2023-03-20,27815.00
2023-03-21,28192.00
2023-03-22,27320.00
2023-03-23,28343.00
2023-03-24,27493.00
2023-03-25,27499.00
2023-03-26,28004.00
2023-03-27,27142.00
2023-03-28,27272.00
2023-03-29,28353.00
2023-03-30,28039.00
2023-03-31,28476.00
2023-04-01,28469.00
2023-04-02,28186.00
2023-04-03,27816.00
2023-04-04,28178.00
2023-04-05,28183.00
2023-04-06,28051.00
2023-04-07,27931.00
2023-04-08,27969.00
2023-04-09,28340.00
2023-04-10,29652.00
2023-04-11,30246.00
2023-04-12,29903.00
2023-04-13,30410.00
2023-04-14,30498.00
2023-04-15,30332.00
2023-04-16,30330.00
2023-04-17,29448.00
2023-04-18,30395.00
2023-04-19,28827.00
2023-04-20,28238.00
2023-04-21,27254.00
2023-04-22,27817.00
2023-04-23,27596.00
2023-04-24,27512.00
2023-04-25,28300.00
2023-04-26,28428.00
2023-04-27,29485.00
2023-04-28,29333.00
2023-04-29,29247.00
2023-04-30,29235.00
2023-05-01,28079.00
2023-05-02,28680.00
2023-05-03,29033.00
2023-05-04,28851.00
2023-05-05,29547.00
2023-05-06,28911.00
2023-05-07,28472.00
2023-05-08,27690.00
2023-05-09,27650.00
2023-05-10,27618.00
2023-05-11,26991.00
2023-05-12,26811.00
2023-05-13,26789.00
2023-05-14,26933.00
2023-05-15,27166.00
2023-05-16,27037.00
2023-05-17,27404.00
2023-05-18,26818.00
2023-05-19,26893.00
2023-05-20,27115.00
2023-05-21,26750.00
2023-05-22,26856.00
2023-05-23,27226.00
2023-05-24,26325.00
